"Date","Location","City","Region","Title","Amount","Department","Views","Trans_details"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 1000 to Stamps and Registration in Bangalore.",1000,"Stamps and Registration",36,"Marriage Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Municipal Services in Bangalore.",500,"Municipal Services",20,"Birth Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Transport in Bangalore.",500,"Transport",33,"Duplicate Registration Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 2000 to Food, Civil Supplies and Consumer Affairs in Bangalore.",2000,"Food, Civil Supplies and Consumer Affairs",16,"Issue of Ration Card"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 700 to Passport in Bangalore.",700,"Passport",25,"Police Verification for Passport"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Municipal Services in Bangalore.",500,"Municipal Services",18,"Birth Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 1300 to Police in Bangalore.",1300,"Police",25,"Filing FIR"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Transport in Bangalore.",500,"Transport",21,"Duplicate Registration Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 400 to Food, Civil Supplies and Consumer Affairs in Bangalore.",400,"Food, Civil Supplies and Consumer Affairs",16,"Issue of Ration Card"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Income Tax in Bangalore.",500,"Income Tax",38,"New PAN Card"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 1500 to Transport in Bangalore.",1500,"Transport",22,"Duplicate Registration Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Stamps and Registration in Bangalore.",500,"Stamps and Registration",21,"Registration of Property"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 400 to Transport in Bangalore.",400,"Transport",20,"Duplicate Registration Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Transport in Bangalore.",500,"Transport",31,"Duplicate Registration Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 400 to Transport in Bangalore.",400,"Transport",22,"Duplicate Registration Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Stamps and Registration in Bangalore.",500,"Stamps and Registration",19,"Marriage Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Police in Bangalore.",500,"Police",22,"Police Verification for Passport"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 5000 to Customs, Excise and Service Tax in Bangalore.",5000,"Customs, Excise and Service Tax",25,"Customs Check and Clearance"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 400 to Food, Civil Supplies and Consumer Affairs in Bangalore.",400,"Food, Civil Supplies and Consumer Affairs",17,"Issue of Ration Card"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Income Tax in Bangalore.",500,"Income Tax",29,"New PAN Card"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 1200 to Municipal Services in Bangalore.",1200,"Municipal Services",17,"Birth Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Bangalore.",500,"Food, Civil Supplies and Consumer Affairs",15,"Issue of Ration Card"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 400 to Transport in Bangalore.",400,"Transport",21,"Duplicate Registration Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 1000 to Passport in Bangalore.",1000,"Passport",28,"Passport Delivery"
"October 12, 2015","New Delhi                       , Delhi","New Delhi","Delhi","I Paid Rs. 1000 to Commercial Tax, Sales Tax, VAT in New Delhi.",1000,"Commercial Tax, Sales Tax, VAT",47,"C Form"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 1000 to Commercial Tax, Sales Tax, VAT in Bangalore.",1000,"Commercial Tax, Sales Tax, VAT",23,"C Form"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Commercial Tax, Sales Tax, VAT in Bangalore.",500,"Commercial Tax, Sales Tax, VAT",23,"C Form"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Police in Bangalore.",500,"Police",26,"Filing FIR"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Police in Bangalore.",500,"Police",21,"Filing FIR"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Stamps and Registration in Bangalore.",500,"Stamps and Registration",23,"Marriage Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Municipal Services in Bangalore.",500,"Municipal Services",19,"Birth Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Commercial Tax, Sales Tax, VAT in Bangalore.",500,"Commercial Tax, Sales Tax, VAT",22,"C Form"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.",500,"Customs, Excise and Service Tax",25,"Customs Check and Clearance"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Municipal Services in Bangalore.",500,"Municipal Services",20,"Birth Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Stamps and Registration in Bangalore.",500,"Stamps and Registration",22,"Marriage Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Transport in Bangalore.",500,"Transport",22,"Duplicate Registration Certificate"
"October 12, 2015","Tirunelveli                       , Tamil Nadu","Tirunelveli","Tamil Nadu","I Paid Rs. 90 to Municipal Services in Tirunelveli.",90,"Municipal Services",28,"Birth Certificate"
"October 12, 2015","Hyderabad                       , Telangana","Hyderabad","Telangana","I Paid Rs. 2000 to Passport in Hyderabad.",2000,"Passport",59,"Police Verification for Passport"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Transport in Bangalore.",500,"Transport",21,"Duplicate Registration Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 1800 to Transport in Bangalore.",1800,"Transport",25,"New Domestic Driving License"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Police in Bangalore.",500,"Police",21,"Filing FIR"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 400 to Police in Bangalore.",400,"Police",17,"Police Verification for Passport"
"October 12, 2015","Adari                       , Uttar Pradesh","Adari","Uttar Pradesh","I Paid Rs. 30 to Customs, Excise and Service Tax in Adari.",30,"Customs, Excise and Service Tax",77,"Customs Check and Clearance"
"October 12, 2015","Adra                       , West Bengal","Adra","West Bengal","I Paid Rs. 30 to Food, Civil Supplies and Consumer Affairs in Adra.",30,"Food, Civil Supplies and Consumer Affairs",50,"Issue of Ration Card"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 4000 to Passport in Bangalore.",4000,"Passport",25,"Passport Delivery"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Transport in Bangalore.",500,"Transport",17,"Duplicate Registration Certificate"
"October 12, 2015","Dadri                       , Uttar Pradesh","Dadri","Uttar Pradesh","I Paid Rs. 50 to Food, Civil Supplies and Consumer Affairs in Dadri.",50,"Food, Civil Supplies and Consumer Affairs",53,"Issue of Ration Card"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.",500,"Customs, Excise and Service Tax",40,"Customs Check and Clearance"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 400 to Customs, Excise and Service Tax in Bangalore.",400,"Customs, Excise and Service Tax",25,"Customs Check and Clearance"
"October 12, 2015","Achhnera                       , Uttar Pradesh","Achhnera","Uttar Pradesh","I Paid Rs. 25 to Commercial Tax, Sales Tax, VAT in Achhnera.",25,"Commercial Tax, Sales Tax, VAT",87,"C Form"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Municipal Services in Bangalore.",500,"Municipal Services",21,"Birth Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Passport in Bangalore.",500,"Passport",27,"Police Verification for Passport"
"October 12, 2015","Adilabad                       , Telangana","Adilabad","Telangana","I Paid Rs. 30 to Transport in Adilabad.",30,"Transport",91,"New Domestic Driving License"
"October 12, 2015","New Delhi                       , Delhi","New Delhi","Delhi","I Paid Rs. 1000 to Transport in New Delhi.",1000,"Transport",41,"New Domestic Driving License"
"October 12, 2015","Anand                       , Gujarat","Anand","Gujarat","I Paid Rs. 6321 to Stamps and Registration in Anand.",6321,"Stamps and Registration",43,"Registration of Property"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 400 to Police in Bangalore.",400,"Police",23,"Filing FIR"
"October 12, 2015","Agra                       , Uttar Pradesh","Agra","Uttar Pradesh","I Paid Rs. 25 to Transport in Agra.",25,"Transport",23,"New Domestic Driving License"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Police in Bangalore.",500,"Police",19,"Police Harassment"
"October 12, 2015","Adari                       , Uttar Pradesh","Adari","Uttar Pradesh","I Paid Rs. 30 to Customs, Excise and Service Tax in Adari.",30,"Customs, Excise and Service Tax",73,"Customs Check and Clearance"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 400 to Transport in Bangalore.",400,"Transport",18,"Duplicate Registration Certificate"
"October 12, 2015","Bagalkot                       , Karnataka","Bagalkot","Karnataka","I Paid Rs. 6523 to Transport in Bagalkot.",6523,"Transport",31,"Registration of Vehicle"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.",500,"Customs, Excise and Service Tax",24,"Customs Check and Clearance"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 6400 to Stamps and Registration in Bangalore.",6400,"Stamps and Registration",23,"Registration of Flat or Apartment"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 400 to Customs, Excise and Service Tax in Bangalore.",400,"Customs, Excise and Service Tax",30,"Customs Check and Clearance"
"October 12, 2015","Abohar                       , Punjab","Abohar","Punjab","I Paid Rs. 25 to Transport in Abohar.",25,"Transport",78,"Duplicate Registration Certificate"
"October 12, 2015","Mumbai                       , Maharashtra","Mumbai","Maharashtra","I Paid Rs. 60000 to Commercial Tax, Sales Tax, VAT in Mumbai.",60000,"Commercial Tax, Sales Tax, VAT",70,"C Form"
"October 12, 2015","Anugul                       , Orissa","Anugul","Orissa","I Paid Rs. 7956 to Stamps and Registration in Anugul.",7956,"Stamps and Registration",35,"Registration of Property"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Stamps and Registration in Bangalore.",500,"Stamps and Registration",20,"Registration of Flat or Apartment"
"October 12, 2015","Patna                       , Bihar","Patna","Bihar","I Paid Rs. 20 to Others in Patna.",20,"Others",79,"Others"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 400 to Municipal Services in Bangalore.",400,"Municipal Services",18,"Birth Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Stamps and Registration in Bangalore.",500,"Stamps and Registration",20,"Registration of Property"
"October 12, 2015","Achhnera                       , Uttar Pradesh","Achhnera","Uttar Pradesh","I Paid Rs. 32 to Commercial Tax, Sales Tax, VAT in Achhnera.",32,"Commercial Tax, Sales Tax, VAT",84,"C Form"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 2500 to Police in Bangalore.",2500,"Police",19,"Filing FIR"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 400 to Customs, Excise and Service Tax in Bangalore.",400,"Customs, Excise and Service Tax",29,"Customs Check and Clearance"
"October 12, 2015","Abohar                       , Punjab","Abohar","Punjab","I Paid Rs. 15 to Commercial Tax, Sales Tax, VAT in Abohar.",15,"Commercial Tax, Sales Tax, VAT",80,"C Form"
"October 12, 2015","Amroha                       , Uttar Pradesh","Amroha","Uttar Pradesh","I Paid Rs. 7410 to Police in Amroha.",7410,"Police",35,"Police Verification for Passport"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Bangalore.",500,"Food, Civil Supplies and Consumer Affairs",22,"Issue of Ration Card"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Passport in Bangalore.",500,"Passport",23,"Passport Delivery"
"October 12, 2015","Almora                       , Uttarakhand","Almora","Uttarakhand","I Paid Rs. 46301 to Customs, Excise and Service Tax in Almora.",46301,"Customs, Excise and Service Tax",31,"Customs Check and Clearance"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 3400 to Stamps and Registration in Bangalore.",3400,"Stamps and Registration",17,"Registration of Property"
"October 12, 2015","Adari                       , Uttar Pradesh","Adari","Uttar Pradesh","I Paid Rs. 25 to Customs, Excise and Service Tax in Adari.",25,"Customs, Excise and Service Tax",76,"Customs Check and Clearance"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.",500,"Customs, Excise and Service Tax",26,"Customs Check and Clearance"
"October 12, 2015","Ariyalur                       , Tamil Nadu","Ariyalur","Tamil Nadu","I Paid Rs. 42000 to Commercial Tax, Sales Tax, VAT in Ariyalur.",42000,"Commercial Tax, Sales Tax, VAT",43,"C Form"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Transport in Bangalore.",500,"Transport",18,"Duplicate Registration Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 400 to Transport in Bangalore.",400,"Transport",19,"Duplicate Registration Certificate"
"October 12, 2015","Banda                       , Uttar Pradesh","Banda","Uttar Pradesh","I Paid Rs. 14000 to Police in Banda.",14000,"Police",73,"Traffic Violations"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Police in Bangalore.",500,"Police",18,"Filing FIR"
"October 12, 2015","Akola                       , Madhya Pradesh","Akola","Madhya Pradesh","I Paid Rs. 6502 to Police in Akola.",6502,"Police",29,"Traffic Violations"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Transport in Bangalore.",500,"Transport",23,"Duplicate Registration Certificate"
"October 12, 2015","New Delhi                       , Delhi","New Delhi","Delhi","I Paid Rs. 1000 to Commercial Tax, Sales Tax, VAT in New Delhi.",1000,"Commercial Tax, Sales Tax, VAT",48,"C Form"
"October 12, 2015","Araria                       , Bihar","Araria","Bihar","I Paid Rs. 4632 to Police in Araria.",4632,"Police",39,"Police Verification for Passport"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 400 to Customs, Excise and Service Tax in Bangalore.",400,"Customs, Excise and Service Tax",26,"Customs Check and Clearance"
"October 12, 2015","Ambikapur                       , Chhattisgarh","Ambikapur","Chhattisgarh","I Paid Rs. 48000 to Stamps and Registration in Ambikapur.",48000,"Stamps and Registration",25,"Registration of Flat or Apartment"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Passport in Bangalore.",500,"Passport",27,"Passport Delivery"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Stamps and Registration in Bangalore.",500,"Stamps and Registration",21,"Marriage Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 400 to Commercial Tax, Sales Tax, VAT in Bangalore.",400,"Commercial Tax, Sales Tax, VAT",25,"C Form"
"October 12, 2015","Baghpat                       , Uttar Pradesh","Baghpat","Uttar Pradesh","I Paid Rs. 45000 to Transport in Baghpat.",45000,"Transport",24,"Registration of Vehicle"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Commercial Tax, Sales Tax, VAT in Bangalore.",500,"Commercial Tax, Sales Tax, VAT",23,"C Form"
"October 12, 2015","Amarpur                       , Bihar","Amarpur","Bihar","I Paid Rs. 41000 to Stamps and Registration in Amarpur.",41000,"Stamps and Registration",54,"Registration of Property"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Transport in Bangalore.",500,"Transport",17,"Registration of Vehicle"
"October 12, 2015","Aurangabad                       , Maharashtra","Aurangabad","Maharashtra","I Paid Rs. 1236 to Police in Aurangabad.",1236,"Police",22,"Police Harassment"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Bangalore.",500,"Food, Civil Supplies and Consumer Affairs",19,"Issue of Ration Card"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.",500,"Customs, Excise and Service Tax",37,"Customs Check and Clearance"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 6500 to Stamps and Registration in Bangalore.",6500,"Stamps and Registration",19,"Registration of Flat or Apartment"
"October 12, 2015","Adoni                       , Andhra Pradesh","Adoni","Andhra Pradesh","I Paid Rs. 12347 to Customs, Excise and Service Tax in Adoni.",12347,"Customs, Excise and Service Tax",57,"Customs Check and Clearance"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 2000 to Transport in Bangalore.",2000,"Transport",19,"Duplicate Registration Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Transport in Bangalore.",500,"Transport",17,"Duplicate Registration Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 400 to Transport in Bangalore.",400,"Transport",21,"Duplicate Registration Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 4500 to Stamps and Registration in Bangalore.",4500,"Stamps and Registration",19,"Registration of Property"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.",500,"Customs, Excise and Service Tax",18,"Customs Check and Clearance"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 400 to Police in Bangalore.",400,"Police",18,"Filing FIR"
"October 12, 2015","Aligarh                       , Uttar Pradesh","Aligarh","Uttar Pradesh","I Paid Rs. 12365 to Police in Aligarh.",12365,"Police",56,"Police Verification for Passport"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Commercial Tax, Sales Tax, VAT in Bangalore.",500,"Commercial Tax, Sales Tax, VAT",20,"C Form"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Stamps and Registration in Bangalore.",500,"Stamps and Registration",16,"Registration of Flat or Apartment"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.",500,"Customs, Excise and Service Tax",21,"Customs Check and Clearance"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 400 to Customs, Excise and Service Tax in Bangalore.",400,"Customs, Excise and Service Tax",22,"Customs Check and Clearance"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Stamps and Registration in Bangalore.",500,"Stamps and Registration",18,"Marriage Certificate"
"October 12, 2015","Ambikapur                       , Chhattisgarh","Ambikapur","Chhattisgarh","I Paid Rs. 48000 to Transport in Ambikapur.",48000,"Transport",31,"Duplicate Registration Certificate"
"October 12, 2015","Hyderabad                       , Telangana","Hyderabad","Telangana","I Paid Rs. 1200 to Passport in Hyderabad.",1200,"Passport",62,"Passport Delivery"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Transport in Bangalore.",500,"Transport",21,"Duplicate Registration Certificate"
"October 12, 2015","Adari                       , Uttar Pradesh","Adari","Uttar Pradesh","I Paid Rs. 1230 to Municipal Services in Adari.",1230,"Municipal Services",66,"Birth Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Transport in Bangalore.",500,"Transport",18,"Duplicate Registration Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 5000 to Stamps and Registration in Bangalore.",5000,"Stamps and Registration",27,"Registration of Property"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.",500,"Customs, Excise and Service Tax",21,"Customs Check and Clearance"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Transport in Bangalore.",500,"Transport",18,"Duplicate Registration Certificate"
"October 12, 2015","Ameenapuram                       , Telangana","Ameenapuram","Telangana","I Paid Rs. 21000 to Police in Ameenapuram.",21000,"Police",26,"Filing FIR"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Municipal Services in Bangalore.",500,"Municipal Services",31,"Birth Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Stamps and Registration in Bangalore.",500,"Stamps and Registration",25,"Registration of Property"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Police in Bangalore.",500,"Police",19,"Filing FIR"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Bangalore.",500,"Food, Civil Supplies and Consumer Affairs",18,"Issue of Ration Card"
"October 12, 2015","Aurangabad                       , Bihar","Aurangabad","Bihar","I Paid Rs. 4200 to Stamps and Registration in Aurangabad.",4200,"Stamps and Registration",63,"Registration of Flat or Apartment"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Transport in Bangalore.",500,"Transport",47,"Duplicate Registration Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Transport in Bangalore.",500,"Transport",34,"Duplicate Registration Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Stamps and Registration in Bangalore.",500,"Stamps and Registration",25,"Marriage Certificate"
"October 12, 2015","Amguri                       , Assam","Amguri","Assam","I Paid Rs. 17000 to Transport in Amguri.",17000,"Transport",40,"Duplicate Registration Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Police in Bangalore.",500,"Police",17,"Traffic Violations"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 200 to Transport in Bangalore.",200,"Transport",18,"Duplicate Registration Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.",500,"Customs, Excise and Service Tax",20,"Customs Check and Clearance"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 10000 to Transport in Bangalore.",10000,"Transport",17,"Registration of Vehicle"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Commercial Tax, Sales Tax, VAT in Bangalore.",500,"Commercial Tax, Sales Tax, VAT",23,"C Form"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 400 to Police in Bangalore.",400,"Police",19,"Filing FIR"
"October 12, 2015","Abhayapuri                       , Assam","Abhayapuri","Assam","I Paid Rs. 4100 to Municipal Services in Abhayapuri.",4100,"Municipal Services",68,"Birth Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 400 to Municipal Services in Bangalore.",400,"Municipal Services",23,"Birth Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 1800 to Police in Bangalore.",1800,"Police",19,"Filing FIR"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Stamps and Registration in Bangalore.",500,"Stamps and Registration",20,"Marriage Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Transport in Bangalore.",500,"Transport",21,"Duplicate Registration Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 1500 to Transport in Bangalore.",1500,"Transport",23,"Duplicate Registration Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Stamps and Registration in Bangalore.",500,"Stamps and Registration",21,"Marriage Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 400 to Transport in Bangalore.",400,"Transport",22,"Duplicate Registration Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 400 to Transport in Bangalore.",400,"Transport",19,"Duplicate Registration Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Transport in Bangalore.",500,"Transport",19,"Duplicate Registration Certificate"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.",500,"Customs, Excise and Service Tax",20,"Customs Check and Clearance"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 400 to Customs, Excise and Service Tax in Bangalore.",400,"Customs, Excise and Service Tax",20,"Customs Check and Clearance"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 200 to Police in Bangalore.",200,"Police",20,"Filing FIR"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Bangalore.",500,"Food, Civil Supplies and Consumer Affairs",25,"Issue of Ration Card"
"October 12, 2015","Hyderabad                       , Telangana","Hyderabad","Telangana","I Paid Rs. 2000 to Police in Hyderabad.",2000,"Police",56,"Police Verification for Passport"
"October 12, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.",500,"Customs, Excise and Service Tax",22,"Customs Check and Clearance"
